price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
11201893,15887,1,2,1,yes,no,no,no,no,2,no,semi-furnished
8605816,11591,6,2,2,yes,no,no,no,no,1,no,unfurnished
5889992,3744,6,2,1,yes,yes,no,no,no,1,yes,semi-furnished
6414720,5260,4,4,2,yes,no,no,no,no,2,no,semi-furnished
9191598,14895,6,4,3,yes,no,yes,no,no,2,no,unfurnished
8945561,14716,4,1,3,yes,no,no,no,yes,1,yes,semi-furnished
8944811,9880,5,1,2,no,yes,no,no,no,3,yes,semi-furnished
5091931,2003,3,4,2,yes,no,no,no,no,1,yes,unfurnished
6505403,12375,6,1,4,yes,yes,no,no,yes,0,no,furnished
8628635,11372,5,3,3,yes,yes,no,no,yes,1,no,unfurnished
7296605,12158,1,1,4,yes,no,yes,no,no,1,no,furnished
5812632,8101,4,4,1,yes,no,no,no,no,2,no,unfurnished
6023821,3088,5,1,2,yes,no,yes,no,no,1,no,furnished
11100655,12921,5,1,2,yes,no,yes,no,yes,3,yes,furnished
11519779,13028,3,3,3,yes,no,no,no,no,2,yes,semi-furnished
6485418,2730,5,1,3,yes,yes,no,no,yes,3,yes,furnished
11448189,10686,5,4,2,yes,yes,yes,no,no,0,no,unfurnished
6759094,2516,5,3,2,no,no,no,no,no,1,no,furnished
5885328,6657,2,1,1,yes,no,yes,no,no,0,yes,furnished
6442085,1877,6,1,3,yes,no,no,no,no,2,no,unfurnished
7344777,9768,3,1,3,yes,no,yes,no,yes,2,no,furnished
5222578,2592,1,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
6143426,7782,2,2,3,yes,no,yes,no,yes,1,no,semi-furnished
6093019,9502,,1,2,no,no,yes,no,no,2,no,semi-furnished
6217070,8689,1,3,3,no,no,no,no,no,3,no,unfurnished
6825765,4900,6,4,3,yes,no,yes,no,no,0,no,unfurnished
5594525,7881,1,,1,yes,no,no,no,no,1,yes,semi-furnished
6443321,5123,6,3,3,yes,no,no,no,yes,1,no,semi-furnished
5513745,3079,3,1,3,no,yes,no,no,no,2,no,furnished
6036809,8501,1,1,2,yes,no,no,no,no,1,no,semi-furnished
10670815,14665,,1,1,no,yes,no,no,no,2,no,furnished
9748047,16054,5,3,1,no,no,no,no,yes,3,yes,unfurnished
7312273,12175,2,1,1,no,no,yes,no,no,2,no,semi-furnished
6457653,4545,2,3,2,yes,yes,no,no,no,2,yes,unfurnished
7651986,5446,4,1,4,yes,no,yes,no,no,1,yes,furnished
4303776,5668,2,1,3,yes,no,no,no,yes,3,no,unfurnished
8659545,14620,5,1,1,yes,no,yes,no,yes,1,no,semi-furnished
6675304,3973,3,1,3,yes,no,yes,no,no,1,yes,unfurnished
8353954,11554,3,,1,yes,no,yes,no,no,2,no,unfurnished
6384920,6897,2,4,2,yes,no,no,no,no,0,no,unfurnished
5201595,,4,,3,yes,no,yes,no,no,2,no,unfurnished
4563399,3454,5,2,2,yes,no,no,no,no,1,no,unfurnished
5997411,2536,6,2,3,yes,no,yes,no,no,0,yes,furnished
9592251,8924,4,3,3,yes,no,yes,no,no,0,no,furnished
8233940,10194,2,1,1,yes,no,no,no,yes,1,yes,unfurnished
7358367,7592,1,1,1,yes,no,yes,no,no,0,yes,furnished
4145129,3177,1,1,3,no,yes,no,no,no,0,no,semi-furnished
6092944,6403,4,2,1,yes,no,yes,no,no,0,no,unfurnished
7061424,5567,4,1,3,yes,no,yes,no,no,1,yes,furnished
11061159,13293,1,1,2,yes,no,no,no,no,2,no,furnished
5235457,3017,5,1,3,yes,no,yes,no,no,2,no,furnished
8987509,7366,4,3,1,yes,no,no,no,yes,2,yes,semi-furnished
8800821,12139,2,2,2,yes,no,no,no,yes,3,no,semi-furnished
9951260,15925,1,1,4,yes,no,no,no,yes,1,no,semi-furnished
4168938,2924,1,2,2,yes,no,yes,no,no,2,no,unfurnished
7231823,12042,1,2,2,yes,no,yes,no,no,1,no,furnished
8473360,8433,6,2,4,yes,no,no,no,no,0,no,semi-furnished
5640999,3085,6,1,1,yes,yes,no,no,no,1,no,unfurnished
5341165,4854,5,2,1,no,no,no,no,no,3,no,unfurnished
5243171,1718,4,3,2,no,no,yes,no,no,3,no,unfurnished
5046152,3761,1,,3,no,no,no,no,yes,0,no,furnished
5992332,2105,1,3,2,yes,no,no,no,yes,2,yes,semi-furnished
5218905,3467,6,1,1,yes,no,yes,no,no,0,yes,semi-furnished
8229968,4595,4,,2,yes,no,no,no,no,0,no,semi-furnished
7868846,5193,5,4,2,no,yes,yes,no,yes,2,no,furnished
6211383,4892,2,1,2,yes,no,yes,no,no,3,no,furnished
8566145,9013,3,3,1,yes,yes,no,no,yes,3,no,unfurnished
3966925,3653,3,1,3,yes,no,no,no,no,1,no,unfurnished
9258244,12826,6,1,3,yes,no,yes,no,no,1,yes,semi-furnished
11049842,15439,4,1,2,no,yes,no,no,no,0,yes,furnished
10431261,15554,,2,4,yes,no,no,no,yes,0,yes,furnished
4529263,3465,1,1,1,yes,no,yes,no,no,1,no,furnished
6933985,6246,4,3,4,yes,no,yes,no,yes,0,no,furnished
11318087,14109,5,4,3,no,no,no,no,yes,0,yes,semi-furnished
10415347,16005,1,1,4,yes,yes,yes,no,yes,1,no,semi-furnished
7128633,13643,1,1,3,no,yes,yes,no,yes,2,no,semi-furnished
8599928,8071,5,3,3,yes,no,no,no,no,0,no,semi-furnished
5760104,6812,6,1,2,yes,yes,yes,no,no,2,no,semi-furnished
11170785,,1,2,2,yes,no,no,no,yes,3,no,semi-furnished
5882317,3497,5,4,4,yes,no,no,no,no,0,no,furnished
9296740,16003,1,1,4,yes,no,no,no,no,1,no,semi-furnished
7310291,9824,3,1,1,no,yes,no,no,yes,2,no,semi-furnished
4119746,2467,4,1,1,yes,no,yes,no,no,3,no,furnished
4669028,3257,4,2,3,no,no,no,no,no,1,no,furnished
8979166,14468,5,1,3,no,no,yes,no,yes,2,no,semi-furnished
8824719,11158,3,4,2,yes,yes,no,no,yes,3,no,furnished
7517823,12964,3,,4,yes,yes,no,no,no,0,no,unfurnished
6199108,3529,4,2,2,yes,yes,no,no,yes,0,no,unfurnished
7981630,8733,6,2,1,yes,yes,yes,no,yes,2,no,unfurnished
6961598,4077,4,2,3,yes,no,no,yes,yes,2,no,unfurnished
9749663,10055,3,3,3,yes,no,no,no,no,2,no,furnished
6222532,3770,5,4,2,yes,no,no,no,no,0,yes,unfurnished
5777644,13580,2,1,2,no,no,no,no,no,0,yes,unfurnished
5257250,5786,5,1,2,yes,no,yes,no,no,2,no,furnished
7122723,4765,2,3,4,yes,no,no,no,no,2,no,furnished
4978764,2019,5,2,3,yes,no,no,no,no,0,no,furnished
4807251,2178,4,1,1,yes,no,yes,no,yes,2,no,semi-furnished
4576310,3354,2,1,1,yes,no,no,no,yes,3,no,furnished
7618126,10653,,3,3,yes,no,no,no,no,0,no,furnished
5545759,3726,1,1,1,yes,no,yes,no,no,1,yes,semi-furnished
7518608,7661,4,3,2,yes,no,no,no,yes,2,no,furnished
4382664,2237,,1,2,no,no,no,no,yes,1,no,semi-furnished
7046097,5020,4,1,2,yes,no,no,no,yes,3,no,furnished
10258702,15715,5,2,2,no,no,no,no,no,1,yes,semi-furnished
5610074,7576,4,1,2,yes,no,no,no,yes,1,no,semi-furnished
4669159,6179,4,1,1,no,no,no,no,yes,3,no,semi-furnished
8673807,10717,5,1,1,yes,yes,no,no,yes,2,no,semi-furnished
10530384,,6,2,1,yes,no,yes,no,no,1,no,semi-furnished
9353505,5170,5,3,3,yes,no,no,no,no,2,yes,furnished
8485323,6842,5,2,4,yes,no,yes,no,yes,3,no,furnished
4855258,5414,2,2,3,yes,no,yes,no,no,1,no,unfurnished
6713957,4597,6,4,2,no,yes,yes,no,no,1,no,furnished
7404481,3600,5,1,2,yes,no,yes,no,yes,2,yes,unfurnished
4436872,1777,5,1,2,yes,no,no,no,no,2,no,semi-furnished
6214659,6869,3,1,3,yes,no,yes,no,no,2,yes,unfurnished
6275986,5445,3,2,1,yes,yes,yes,no,no,0,no,furnished
7106700,6482,2,4,4,no,no,no,no,no,1,no,furnished
8093664,13230,6,3,1,yes,no,yes,no,no,2,no,unfurnished
6524719,3809,6,2,2,yes,no,no,no,no,0,no,semi-furnished
13032661,16033,5,3,2,yes,no,yes,no,no,1,no,unfurnished
6171859,7344,4,1,1,yes,no,no,no,no,1,no,unfurnished
7071320,8387,3,3,3,yes,no,no,no,yes,2,yes,unfurnished
7656261,13482,3,1,1,yes,no,no,no,no,3,no,unfurnished
6486125,7775,3,4,2,yes,no,no,no,yes,0,no,unfurnished
11378376,14970,3,3,1,yes,no,yes,no,yes,0,yes,unfurnished
6865830,6140,6,1,2,yes,yes,no,no,no,1,yes,semi-furnished
8045094,9059,5,3,1,yes,no,no,no,no,2,yes,semi-furnished
6195300,2615,5,3,2,yes,no,yes,no,yes,1,no,unfurnished
5843121,3371,4,2,1,yes,yes,yes,yes,no,0,yes,semi-furnished
10632082,11727,6,1,3,no,no,yes,no,no,3,no,unfurnished
4629852,1810,2,1,4,yes,yes,no,no,yes,2,yes,unfurnished
5350238,6306,1,1,2,yes,no,no,no,no,1,no,unfurnished
5307035,7059,,4,3,yes,no,no,no,no,2,no,semi-furnished
6567324,8619,1,1,4,yes,no,no,no,no,1,no,unfurnished
9105219,13304,6,4,2,yes,no,no,no,yes,0,no,semi-furnished
7628058,13899,4,1,2,no,yes,no,no,no,1,yes,semi-furnished
9718308,15792,5,4,1,yes,no,no,no,yes,2,no,unfurnished
7273699,12094,1,1,4,yes,no,no,no,no,2,no,furnished
10834590,15167,1,1,2,yes,yes,yes,no,yes,2,yes,unfurnished
9847440,13602,1,1,2,yes,no,no,yes,yes,0,yes,semi-furnished
7043248,6119,4,1,2,no,yes,yes,no,yes,1,no,semi-furnished
6442414,5048,6,4,2,yes,no,no,no,yes,2,no,semi-furnished
8733445,13139,5,1,3,yes,no,no,no,no,1,no,furnished
9160368,9409,6,2,3,yes,no,no,no,no,1,yes,furnished
5026474,3778,5,1,2,yes,no,yes,no,no,0,no,semi-furnished
5366270,4175,1,3,2,yes,no,no,no,no,1,no,semi-furnished
